address,city,state,zipCode,endecaId,isPaid,geoCode,isCurrentSpotlight,lastUpdate,listingId,listingType,listingPriceHigh,listingPriceLow,listingBedHigh,listingBedLow,listingBathHigh,listingBathLow,halfBaths,unitSqFt,listingSeoPath,desktopPhone,mPhone,nearbyListings,neighborhoods,noVacancy,photos,propertyName,propertyLabel,propertyType,recommendedListings,revenue,tplSource,mgtCoName,hasagHdTour,hasHdTour,hasHdVideo,hasUGVideos,aggregates.prices.low,aggregates.prices.high,aggregates.beds.low,aggregates.beds.high,aggregates.baths.low,aggregates.baths.high,aggregates.totalAvailable
21 Riggs Rd Ne,Washington,DC,20011,100040197,True,"38.9546,-77.008",False,,100040197,Apartments,1600,1537,2,1,1,1,0,[803],Apartments/District-of-Columbia/Washington/100040197,2403486390,,"['100032277', '100040622', '163389', '100016903', '81366']","['Fort Totten', 'Northeast Washington', 'Fort Totten - Riggs Park']",,"[{'path': 'imgr/d88c51f1cc1a4a298b3f1bc449f594ff/', 'caption': None}]",,Chillum Manor Apartments,,"['100027649', '100012442', '100027438', '100028323', '29568']",no_value_available,APTGUIDE,"Borger Management, Inc.",False,False,False,False,1537,1600,1,2,1,1,
450 K St NW,Washington,DC,20001,100023069,True,"38.9022,-77.0182",False,,100023069,Apartments,99999,1902,2,0,2,1,0,[573],Apartments/District-of-Columbia/Washington/100023069,2023155144,,"['81367', '178766', '88233', '15698', '100031679']","['Mount Vernon Square', 'Northwest Washington', 'Mount Vernon Triangle']",,"[{'path': 'imgr/526cfb23545aa54f2639b8aa992f3d76/', 'caption': None}]",,450 K Apartments,,"['86967', '100017012', '100023684', '45586', '100032277']",20,APTGUIDE,Bozzuto Management,False,False,False,False,1902,99999,0,2,1,2,
3001 Branch Ave,Temple Hills,MD,20748,174590,True,"38.8534,-76.9592",False,,174590,Apartments,3302,1276,2,0,2,1,0,[1008],Apartments/Maryland/Temple-Hills/174590,5718589592,,"['5896', '7098', '3702', '100012041', '45589']",,,"[{'path': 'imgr/bfd1a09300a03b94416f685b715110db/', 'caption': None}]",,Marlborough House Apartments,,"['14608', '12779', '3639', '189567', '100011822']",9.93,APTGUIDE,Southern Management Corporation,True,False,False,False,1276,3302,0,2,1,2,
13615 Colgate Way,Silver Spring,MD,20904,3670,True,"39.079,-76.9325",False,,3670,Apartments,2456,1401,3,1,2,1,0,[1556],Apartments/Maryland/Silver-Spring/3670,8444092067,,"['8074', '10491', '81519', '10480', '100028402']",,,"[{'path': 'imgr/7d062ca87fdee6404530533f16eb99b0/', 'caption': None}]",,Arcadian Apartments,,"['12357', '100010194', '100010745', '43654', '100014861']",no_value_available,APTGUIDE,Quest Management Group,True,False,True,False,1401,2456,1,3,1,2,
1723 Long Shadows Ct,Woodbridge,VA,22192,188050,True,"38.6744,-77.267",False,,188050,Apartments,2269,1294,2,1,2,1,0,[693],Apartments/Virginia/Woodbridge/188050,7035954692,,"['3672', '7427', '100035132', '100019083', '4184']",,,"[{'path': 'imgr/a3583be3d4c8efee239e75b199d3d585/', 'caption': 'Renovated Apartment Home'}]",,Rolling Brook Village Apartments,,"['18422', '12329', '189922', '12384', '6500']",6.07,APTGUIDE,Gates Hudson and Associates,True,False,True,False,1294,2269,1,2,1,2,
13725 Lynn St,Woodbridge,VA,22191,7427,True,"38.6531,-77.2661",False,,7427,Apartments,1909,1149,4,0,1,1,1,[1100],Apartments/Virginia/Woodbridge/7427,7035954035,,"['4184', '18422', '100019083', '12329', '26924']",['Marumsco'],,"[{'path': 'imgr/23079d68ecf5705c14094230f795bad7/', 'caption': None}]",,Longview Apartments,,"['3672', '40514', '189922', '89391', '6500']",2.37,APTGUIDE,Southern Management Corporation,True,False,True,False,1149,1909,0,4,1,1,
1606 D Cantwell Road,Windsor Mill,MD,21244,41833,True,"39.3112,-76.7704",False,,41833,Apartments,1359,1000,2,1,2,1,0,[1015],Apartments/Maryland/Windsor-Mill/41833,4433649585,,"['6591', '11727', '23828', '100033776', '4394']",,,"[{'path': 'imgr/e006ee67a371e30798ae7e6d52c6528d/', 'caption': None}]",,Tuscany Gardens Apartments,,"['41850', '43812', '6536', '4403', '18098']",3.85,APTGUIDE,Peak Management,True,False,True,False,1000,1359,1,2,1,2,
1 Tall Pines Court,Glen Burnie,MD,21061,184455,True,"39.1375,-76.6274",False,,184455,Apartments,1352,944,2,0,1,1,0,[852],Apartments/Maryland/Glen-Burnie/184455,4107741488,,"['185418', '185455', '83428', '7799', '7876']",['South Gate'],,"[{'path': 'imgr/d41bcb4103e97c3de74097eeb2167222/', 'caption': None}]",,The Forest Apartments,,"['7904', '7828', '7808', '185446', '100015889']",0.47,APTGUIDE,"Hendersen-Webb, Inc.",True,False,True,False,944,1352,0,2,1,1,
2 Walden Birch Ct,Gwynn Oak,MD,21207,4406,True,"39.3036,-76.7329",False,,4406,Apartments,99999,1360,3,3,1,1,1,[1055],Apartments/Maryland/Gwynn-Oak/4406,4434985828,,"['100016825', '100013201', '100010160', '17846', '41850']",,,"[{'path': 'imgr/609b70296369c883709eb08b9350a73f/', 'caption': None}]",,Walden Circle Townhouses Apartments,,"['18098', '41833', '10871', '23828', '4343']",no_value_available,APTGUIDE,"Regional Management, Inc.",True,False,True,False,1360,99999,3,3,1,1,
9401 Groveton Circle,Owings Mills,MD,21117,188691,True,"39.4001,-76.7915",False,,188691,Apartments,99999,1552,3,1,2,1,0,[779],Apartments/Maryland/Owings-Mills/188691,4105411443,,"['14843', '27189', '24748', '64315', '4326']",,,"[{'path': 'imgr/43068e055b8418d1fa047c683e369dc9/', 'caption': None}]",,Groveton Green Apartments,,"['4371', '10587', '47732', '6513', '100010183']",14.92,APTGUIDE,Greystar,True,False,True,False,1552,99999,1,3,1,2,
10090 Mill Run Circle,Owings Mills,MD,21117,64315,True,"39.4074,-76.7861",False,,64315,Apartments,99999,1492,3,1,2,1,1,[1303],Apartments/Maryland/Owings-Mills/64315,4434504322,,"['100042152', '27189', '4388', '188691', '4371']",,,"[{'path': 'imgr/6e25c0d333bd8fb25eb3cf630d8b29e2/', 'caption': None}]",,Greenwich Place At Town Center Apartments,,"['6546', '10587', '24748', '100010183', '47732']",11.17,APTGUIDE,"Paradise Management, LLC",False,False,False,False,1492,99999,1,3,1,2,
1101 N Calvert St,Baltimore,MD,21202,7918,True,"39.3027,-76.613",False,,7918,Apartments,2411,1136,2,0,2,1,1,[545],Apartments/Maryland/Baltimore/7918,4107093171,,"['87771', '100032178', '100037344', '11847', '7419']",['Mid-Town Belvedere'],,"[{'path': 'imgr/e1677bbcfe48e98b07976d6dcd973650/', 'caption': None}]",,Horizon House Apartments,,"['50300', '7770', '100025887', '26448', '100031792']",20,APTGUIDE,Southern Management Corporation,True,False,False,False,1136,2411,0,2,1,2,
2315 Saint Paul St,Baltimore,MD,21218,87947,True,"39.3161,-76.615",False,,87947,Apartments,2400,1100,2,1,2,1,0,[1400],Apartments/Maryland/Baltimore/87947,6674018541,,"['29448', '12192', '100037344', '7918', '12054']","['Barclay', 'Northern Baltimore']",,"[{'path': 'imgr/ae62fa614ac09f69dd1c889bc23f4d89/', 'caption': None}]",,City View Lofts Apartments,,"['50300', '7419', '100036388', '26448', '80616']",no_value_available,APTGUIDE,Remington Properties,True,False,True,False,1100,2400,1,2,1,2,
1806 Ramblewood Rd,Baltimore,MD,21239,43292,True,"39.3586,-76.5802",False,,43292,Apartments,1195,845,3,1,1,1,0,[958],Apartments/Maryland/Baltimore/43292,4438981371,,"['21029', '7971', '10828', '18416', '100021126']",['Northeastern Baltimore'],,"[{'path': 'imgr/e88b4bc85b659814a9382466281a2c4e/', 'caption': None}]",,Park Raven Apartments,,"['21037', '14917', '100036889', '11895', '100010735']",no_value_available,APTGUIDE,Geller Associates,True,False,True,False,845,1195,1,3,1,1,
8509 Old Harford Road,Parkville,MD,21234,40496,True,"39.3876,-76.5444",False,,40496,Apartments,99999,991,3,1,2,1,1,[955],Apartments/Maryland/Parkville/40496,8448241351,,"['10750', '6532', '11809', '4316', '30373']",,,"[{'path': 'imgr/d98d487f0b4f3be71279a787b114b321/', 'caption': None}]",,Ridge Gardens Apartments,,"['12220', '6530', '16950', '21783', '4358']",1.19,APTGUIDE,Continental Realty Corporation,True,False,True,False,991,99999,1,3,1,2,
6800 Averill Road Apt 1 A,Rosedale,MD,21237,12078,True,"39.3458,-76.4878",False,,12078,Apartments,99999,1230,2,1,1,1,0,[675],Apartments/Maryland/Rosedale/12078,4432759878,,"['11453', '190694', '20082', '6683', '21584']",,,"[{'path': 'imgr/2d7442d9b6a6946bb12d01ae4c2296d3/', 'caption': None}]",,Ross Ridge Apartment Homes,,"['11814', '4358', '7863', '14755', '13064']",4.94,APTGUIDE,Morgan Properties,False,False,False,False,1230,99999,1,2,1,1,
1300 Middleborough Rd,Essex,MD,21221,184454,True,"39.2984,-76.4479",False,,184454,Apartments,1097,707,2,0,1,1,0,[851],Apartments/Maryland/Essex/184454,4107741500,,"['6580', '169097', '11807', '100015550', '7765']",,,"[{'path': 'imgr/dd2c15a0a3d0e9072b0c3a52c5a23ddb/', 'caption': None}]",,The Greens Apartments,,"['184520', '84842', '20697', '20082', '10591']",no_value_available,APTGUIDE,"Hendersen-Webb, Inc.",True,False,True,False,707,1097,0,2,1,1,
201 Middleway Rd,Middle River,MD,21220,6683,True,"39.335,-76.451",False,,6683,Apartments,1676,1062,2,1,1,1,0,[850],Apartments/Maryland/Middle-River/6683,4438932404,,"['11814', '13064', '84842', '4377', '4358']",,,"[{'path': 'imgr/f01c0996269af50b26c4c06a46edb76e/', 'caption': None}]",,Windsor House Apartments,,"['20082', '12186', '4297', '20697', '11807']",19.62,APTGUIDE,"Apartment Services, Inc.",True,False,True,False,1062,1676,1,2,1,1,
2551 Cornelia Road,Herndon,VA,20171,12204,True,"38.9448,-77.4115",False,,12204,Apartments,99999,1509,3,1,3,1,0,[1581],Apartments/Virginia/Herndon/12204,5714095142,,"['100040797', '15770', '186760', '12505', '80857']",['McNair'],,"[{'path': 'imgr/22d5511458c6952e15221f1b537c4f5b/', 'caption': None}]",,Ashford Meadows Apartments,,"['42010', '12175', '85635', '100017095', '6563']",2.09,APTGUIDE,Lincoln Property Company,True,False,True,False,1509,99999,1,3,1,3,
1350 Beverly Road,Mc Lean,VA,22101,36364,True,"38.9375,-77.1786",False,,36364,Apartments,99999,1545,3,1,3,1,0,[578],Apartments/Virginia/McLean/36364,7036381854,,"['100033436', '12313', '3679', '6042', '162637']",,,"[{'path': 'imgr/6e97878fbf2997d7a670009703e38b13/', 'caption': None}]",,The Ashby At Mclean Apartments,,"['90791', '100023372', '8846', '100035429', '190166']",8.14,APTGUIDE,Bozzuto Management,True,False,False,False,1545,99999,1,3,1,3,
6040 California Cir,Rockville,MD,20852,12154,True,"39.0562,-77.1254",False,,12154,Apartments,2200,1425,2,0,2,1,0,[1030],Apartments/Maryland/Rockville/12154,3017613723,,"['73442', '10394', '4318', '3544', '14822']",,,"[{'path': 'imgr/967a4773188bf67100a40dcd035a6668/', 'caption': None}]",,The Apartments At Miramont,,"['33882', '81004', '59419', '4100', '191160']",no_value_available,APTGUIDE,Southern Management Corporation,True,False,False,False,1425,2200,0,2,1,2,
7170 Woodmont Ave,Bethesda,MD,20815,100024454,True,"38.9807,-77.0952",False,,100024454,Apartments,6144,2098,3,1,2,1,0,[1053],Apartments/Maryland/Bethesda/100024454,3016582724,,"['100036739', '4100', '29405', '3626', '100037778']",,,"[{'path': 'imgr/8e2907c599916e7cf11fe35005a3b196/', 'caption': None}]",,Flats At Bethesda Avenue Apartments,,"['100027349', '100043634', '33882', '12511', '191160']",20,APTGUIDE,Bozzuto Management,True,False,True,False,2098,6144,1,3,1,2,
4201 Massachusetts Ave NW,Washington,DC,20016,12218,True,"38.9358,-77.083",False,,12218,Apartments,99999,1512,2,0,2,1,0,[400],Apartments/District-of-Columbia/Washington/12218,2026975258,,"['33876', '10429', '89516', '88577', '12335']","['Northwest Washington', 'Cathedral Heights']",,"[{'path': 'imgr/e79088c87994e4367a02092d04e2c66a/', 'caption': None}]",,The Berkshire Apartments,,"['88572', '89376', '100012034', '100012033', '100036621']",15.75,APTGUIDE,Gables Residential,True,False,False,False,1512,99999,0,2,1,2,
3710 Manor Road,Chevy Chase,MD,20815,100043634,True,"38.9968,-77.0739",False,,100043634,Apartments,99999,3248,3,1,2,1,1,[1600],Apartments/Maryland/Chevy-Chase/100043634,3017546514,,"['29405', '100037778', '100036739', '100031677', '43652']",,,"[{'path': 'imgr/3b08ad9e97660c9c1f08a4265bb5b893/', 'caption': None}]",,Chase Manor Apartments,,"['100027349', '100024454', '12511', '191160', '10485']",20,APTGUIDE,Bozzuto Management,False,False,False,False,3248,99999,1,3,1,2,
6340 Wingate St,Alexandria,VA,22312,20540,True,"38.8233,-77.1464",False,,20540,Apartments,99999,1341,3,0,2,1,1,[1380],Apartments/Virginia/Alexandria/20540,7036344678,,"['21761', '186070', '12289', '100036362', '3584']",,,"[{'path': 'imgr/b22ae98965386ccce73782e42b70eaf9/', 'caption': None}]",,Arbor Park Of Alexandria Apartments,,"['45974', '100024012', '7131', '12176', '20356']",1.6,APTGUIDE,"UDR, Inc.",True,False,False,False,1341,99999,0,3,1,2,
10905 Amherst Ave,Silver Spring,MD,20902,5682,True,"39.0354,-77.0475",False,,5682,Apartments,2483,1525,3,1,2,1,0,[868],Apartments/Maryland/Silver-Spring/5682,2407057653,,"['80855', '44257', '100018984', '100034103', '25430']",,,"[{'path': 'imgr/c2f007efc7b3cd53311f210f10fbca24/', 'caption': None}]",,The Encore At Wheaton Station Apartments,,"['3539', '10485', '12511', '3631', '29405']",20,APTGUIDE,"Allen & Rocks, Inc.",True,False,True,False,1525,2483,1,3,1,2,
5375 Duke Street,Alexandria,VA,22304,3688,True,"38.8129,-77.1248",False,,3688,Apartments,2343,1151,3,0,2,1,1,[1795],Apartments/Virginia/Alexandria/3688,7039105546,,"['20356', '100017614', '7462', '3584', '7507']",['Landmark - Van Dorn'],,"[{'path': 'imgr/0d27102c3147649a68b75784db5caca3/', 'caption': None}]",,London Park Towers Apartments,,"['12144', '3535', '12289', '3592', '20258']",0.67,APTGUIDE,Kay Apartment Communities,False,False,False,False,1151,2343,0,3,1,2,
7035 Blair Road NW,Washington,DC,20012,81366,True,"38.9754,-77.019",False,,81366,Apartments,99999,1658,2,0,2,1,1,[1521],Apartments/District-of-Columbia/Washington/81366,2026974288,,"['155106', '100027450', '43884', '175259', '23300']",['Takoma'],,"[{'path': 'imgr/fbac92bba068f05df6e71ae72d140cdd/', 'caption': None}]",,Gables Takoma Park Apartments,,"['100027438', '25414', '100027455', '100012033', '100012034']",no_value_available,APTGUIDE,Gables Residential,True,False,False,False,1658,99999,0,2,1,2,
77 H Street NW,Washington,DC,20001,192077,True,"38.9004,-77.0112",False,,192077,Apartments,99999,1745,2,0,2,1,0,[615],Apartments/District-of-Columbia/Washington/192077,2027346398,,"['15698', '28224', '100031962', '183148', '81367']","['H Street-NoMa', 'NoMa', 'Northeast Washington']",,"[{'path': 'imgr/f2da0197f1ffe29b9b1a6fd3e58f30d2/', 'caption': None}]",,77 H Apartments,,"['90773', '100032277', '178766', '100018033', '89516']",20,APTGUIDE,Bozzuto Management,False,False,False,False,1745,99999,0,2,1,2,
220 Water St SE,Washington,DC,20003,100042233,True,"38.8738,-77.002",False,,100042233,Apartments,99999,1924,2,0,2,1,1,[572],Apartments/District-of-Columbia/Washington/100042233,2029719153,,"['100028077', '100039501', '100030766', '100029916', '165672']","['Navy Yard', 'Southeast Washington']",,"[{'path': 'imgr/5f65ee59606528310df0ef51416bee28/', 'caption': None}]",,Estate Apartments,,"['100033290', '22443', '100038405', '17633', '89515']",9.01,APTGUIDE,Brookfield Properties,False,False,False,False,1924,99999,0,2,1,2,
11550 Stewart Ln,Silver Spring,MD,20904,10333,True,"39.0448,-76.9837",False,,10333,Apartments,2205,1268,3,1,2,1,1,[1064],Apartments/Maryland/Silver-Spring/10333,2402934221,,"['3639', '43139', '43654', '8842', '7334']",,,"[{'path': 'imgr/deb12bbdb1e45718ff7f8308a20f83a5/', 'caption': 'Exterior-Pool'}]",,Montgomery White Oak Apartments,,"['100010194', '3643', '10491', '10327', '3670']",9.47,APTGUIDE,The Donaldson Group,True,False,True,False,1268,2205,1,3,1,2,
2428 Corning Avenue,Fort Washington,MD,20744,6060,True,"38.8077,-76.9657",False,,6060,Apartments,1750,1120,3,1,1,1,1,[1070],Apartments/Maryland/Fort-Washington/6060,3018614178,,"['17746', '41738', '5909', '3569', '12286']",,,"[{'path': 'imgr/957f3acab577b96692c0ec6ccfe39540/', 'caption': None}]",,Glen Rock Landing Apartments,,"['10449', '5601', '14487', '177823', '84686']",no_value_available,APTGUIDE,TI Communities,True,False,True,False,1120,1750,1,3,1,1,
8800 Hunting Ln,Laurel,MD,20708,48001,True,"39.0816,-76.8544",False,,48001,Apartments,2841,1340,3,1,2,1,0,[954],Apartments/Maryland/Laurel/48001,2405473186,,"['18837', '12158', '3656', '29393', '187917']",,,"[{'path': 'imgr/62a2c85925ae251cb957c2dd351f74ac/', 'caption': None}]",,Briarwood Place Apartment Homes,,"['175260', '11835', '45457', '5726', '47311']",11.35,APTGUIDE,Morgan Properties,False,False,False,False,1340,2841,1,3,1,2,
5464 Harpers Farm Road,Columbia,MD,21044,20730,True,"39.2229,-76.893",False,,20730,Apartments,99999,1254,3,1,1,1,1,[1156],Apartments/Maryland/Columbia/20730,4435469640,,"['6560', '12586', '88280', '100041796', '155795']",['Harpers Choice'],,"[{'path': 'imgr/f5b33626b2b17a68451db56462cd9e7c/', 'caption': None}]",,Cedar Place Apartments,,"['156952', '4414', '14309', '186103', '12210']",no_value_available,APTGUIDE,JRK Residential,True,False,True,True,1254,99999,1,3,1,1,
3421 Sonia Trail,Ellicott City,MD,21043,11942,True,"39.285,-76.8176",False,,11942,Apartments,2856,1610,2,1,2,1,0,[800],Apartments/Maryland/Ellicott-City/11942,4109700303,,"['26415', '156952', '186689', '11739', '11735']",,,"[{'path': 'imgr/b6f288726d98b768ea049d08c648debc/', 'caption': None}]",,Orchard Meadows Apartment Homes,,"['7786', '100030832', '44040', '100029473', '12181']",20,APTGUIDE,Morgan Properties,True,False,True,False,1610,2856,1,2,1,2,
6808 Milbrook Park Drive,Pikesville,MD,21208,192934,True,"39.3557,-76.7123",False,,192934,Apartments,1580,815,3,0,2,1,1,[1240],Apartments/Maryland/Pikesville/192934,4106984047,,"['21409', '100022161', '191159', '10686', '28060']",,,"[{'path': 'imgr/dfae62da08fc46a5fa7a4be06df38ab4/', 'caption': None}]",,Milbrook Park Apartments,,"['12084', '11679', '100033776', '10737', '18098']",0.72,APTGUIDE,Blue Ocean Realty,False,False,True,False,815,1580,0,3,1,2,
6 D Homestead Drive,Owings Mills,MD,21117,17547,True,"39.4011,-76.7606",False,,17547,Apartments,1996,1420,2,1,2,1,0,[914],Apartments/Maryland/Owings-Mills/17547,8448434492,,"['10587', '100042152', '4309', '64315', '188691']",,,"[{'path': 'imgr/8385b32482d874b810b26ff84246b050/', 'caption': None}]",,Mc Donogh Township Apartments,,"['6546', '4326', '27189', '100010183', '6513']",20,APTGUIDE,Continental Realty Corporation,True,False,True,False,1420,1996,1,2,1,2,
8309 Arbor Station Way,Parkville,MD,21234,10750,True,"39.3852,-76.5526",False,,10750,Apartments,99999,1070,3,1,1,1,1,[1114],Apartments/Maryland/Parkville/10750,4438937576,,"['6532', '30373', '4316', '11809', '10862']",,,"[{'path': 'imgr/efca7ff4c282e698bacbd598f43911fd/', 'caption': None}]",,Arbors At Edenbridge Apartment Homes,,"['7971', '40496', '4306', '21783', '7891']",20,APTGUIDE,Morgan Properties,False,False,False,False,1070,99999,1,3,1,1,
1114 Tace Dr,Essex,MD,21221,6580,True,"39.2959,-76.4479",False,,6580,Apartments,1002,824,2,0,1,1,0,[732],Apartments/Maryland/Essex/6580,4434604093,,"['169096', '184454', '100015587', '20697', '10865']",,,"[{'path': 'imgr/b13849aaff091febb46039f2573754b3/', 'caption': None}]",,Hyde Park Apartments,,"['184520', '20082', '169097', '100015550', '10591']",9.51,APTGUIDE,"Apartment Services, Inc.",True,False,True,False,824,1002,0,2,1,1,
11490 Commerce Pk Drive,Reston,VA,20191,100041346,True,"38.9463,-77.3429",False,,100041346,Apartments,99999,1595,2,0,2,1,0,[1480],Apartments/Virginia/Reston/100041346,7039964156,,"['100027316', '10497', '190543', '184269', '12217']",,,"[{'path': 'imgr/cb04fdf0b0df34d487866a1930207a6d/', 'caption': None}]",,Lincoln At Wiehle Station Apartments,,"['100036802', '6429', '12505', '64530', '42010']",20,APTGUIDE,Lincoln Property Company,False,False,False,True,1595,99999,0,2,1,2,
2411 Ltl Current Dr Ofc 1111,Herndon,VA,20171,12505,True,"38.9563,-77.4207",False,,12505,Apartments,1998,1699,3,1,2,1,0,[1256],Apartments/Virginia/Herndon/12505,5714095132,,"['186760', '12204', '100040797', '42010', '80857']",['McNair'],,"[{'path': 'imgr/908520ff08ae8f239139d188cad58725/', 'caption': None}]",,Trevors Run Apartments,,"['15770', '186126', '20255', '100017095', '12226']",20,APTGUIDE,"Allen & Rocks, Inc.",True,False,False,True,1699,1998,1,3,1,2,
8130 Prescott Drive,Vienna,VA,22180,3664,True,"38.8787,-77.2252",False,,3664,Apartments,2725,1550,3,1,2,1,1,[1150],Apartments/Virginia/Vienna/3664,7032606598,,"['189227', '100027808', '188870', '190166', '184290']",,,"[{'path': 'imgr/1d1e97e5b8fcb2c1d5247eddd6f17fc0/', 'caption': None}]",,Merrifield At Dunn Loring Station Apartments,,"['100027293', '3679', '88302', '6042', '8846']",20,APTGUIDE,Malkin Properties Inc,True,False,True,False,1550,2725,1,3,1,2,
10301 Grosvenor Place,North Bethesda,MD,20852,20538,True,"39.0259,-77.1077",False,,20538,Apartments,2543,1625,2,1,2,1,0,[1148],Apartments/Maryland/North-Bethesda/20538,3013634929,,"['78198', '33877', '10516', '43652', '14822']",,,"[{'path': 'imgr/982a29891f1bcd6e5044b3ceb87cc0f6/', 'caption': 'Avalon Grosvenor Tower'}]",,Avalon Grosvenor Tower Apartments,,"['73442', '3544', '10394', '12154', '3626']",15,APTGUIDE,"AvalonBay Communities, Inc.",False,False,False,False,1625,2543,1,2,1,2,
